id,Robot Name,Robot Type,Map Name,Error Code,Title,Description,status,Assigned User,note,Time Stamp,Resolution Time,Resolution Time (s),Unique ID
379352,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:43:52 +07:00,00h 00m 05s,5,581bebf1-4518-4aa8-b3a6-e6156238fbcd
379351,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 18:43:51 +07:00,00h 00m 01s,1,f41e63cb-45ca-4f93-96d7-42201afa6794
379350,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EHFL4-1.49,Drive Motor Fault - Main Driver Fault,"""Set: Main Contactor driver is either open or shorted. This fault can be set only when Main Enable = On.Clear: Restore/repair any external wiring or device coil to the correct state",RESOLVED,,,2026-08-04 18:43:45 +07:00,00h 00m 03s,3,5f805a7b-3fbc-4c40-bf79-0efc5cca3118
379349,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 18:43:45 +07:00,00h 00m 00s,0,a8f48430-59f1-40da-96e5-8d3e5ca80eb9
379348,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_2', 'actions': [{'actionType': 'customInstantAction', 'actionId': '87112c0d-801f-43dc-8801-41866175b909', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_2/remove_error'}, {'key': 'data', 'value': {'error_id': 'cf2fd504-e8f0-43f4-9fc1-6378806f09cb'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 18:43:43 +07:00,00h 00m 00s,0,
379347,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EHFL4-1.49,Drive Motor Fault - Main Driver Fault,"""Set: Main Contactor driver is either open or shorted. This fault can be set only when Main Enable = On.Clear: Restore/repair any external wiring or device coil to the correct state",RESOLVED,,,2026-08-04 18:43:43 +07:00,00h 00m 00s,0,6958fc23-6584-41ad-ad1d-db99e5257371
379346,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_2', 'actions': [{'actionType': 'customInstantAction', 'actionId': '170b35e7-9a1d-445a-b93c-453157191ed1', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_2/tms_retry'}, {'key': 'data', 'value': {}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 18:43:38 +07:00,00h 00m 04s,4,
379345,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 18:43:33 +07:00,00h 00m 10s,10,cf2fd504-e8f0-43f4-9fc1-6378806f09cb
379344,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EHFL4-1.49,Drive Motor Fault - Main Driver Fault,"""Set: Main Contactor driver is either open or shorted. This fault can be set only when Main Enable = On.Clear: Restore/repair any external wiring or device coil to the correct state",RESOLVED,,,2026-08-04 18:42:23 +07:00,00h 00m 04s,4,0b21e7d8-edaa-4578-bef9-00bad32d5608
379343,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 18:42:22 +07:00,00h 00m 01s,1,1dd1023a-b63d-4f21-a50d-449163905903
379342,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 18:42:12 +07:00,00h 00m 05s,5,9a5bb25f-8d7a-4d8c-9e5b-6a5bc0d23b26
379341,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 18:42:02 +07:00,00h 00m 05s,5,7299c2ba-37cb-4b1b-8a1f-63a67fc4cccf
379340,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EHFL4-1.49,Drive Motor Fault - Main Driver Fault,"""Set: Main Contactor driver is either open or shorted. This fault can be set only when Main Enable = On.Clear: Restore/repair any external wiring or device coil to the correct state",RESOLVED,,,2026-08-04 18:41:54 +07:00,00h 00m 03s,3,640fbbab-d52d-4676-af9c-11cf48dd0be2
379339,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EHFL4-1.49,Drive Motor Fault - Main Driver Fault,"""Set: Main Contactor driver is either open or shorted. This fault can be set only when Main Enable = On.Clear: Restore/repair any external wiring or device coil to the correct state",RESOLVED,,,2026-08-04 18:41:52 +07:00,00h 00m 00s,0,56883cd9-451b-4284-9818-038f73bc5cbe
379338,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 18:41:52 +07:00,00h 00m 00s,0,0f353de8-0751-4f5a-af9a-4f312eadeba1
379337,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:41:51 +07:00,00h 03m 17s,197,04754235-dd54-4c39-a77d-f8d9830afd76
379336,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_2', 'actions': [{'actionType': 'customInstantAction', 'actionId': '92bfc82d-3914-4ad1-9692-51202203fc73', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_2/remove_error'}, {'key': 'data', 'value': {'error_id': 'f64649fc-febc-4df4-a685-d275626e84bb'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 18:41:50 +07:00,00h 00m 00s,0,
379335,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 18:41:45 +07:00,00h 00m 05s,5,f64649fc-febc-4df4-a685-d275626e84bb
379334,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EHFL4-1.49,Drive Motor Fault - Main Driver Fault,"""Set: Main Contactor driver is either open or shorted. This fault can be set only when Main Enable = On.Clear: Restore/repair any external wiring or device coil to the correct state",RESOLVED,,,2026-08-04 18:41:45 +07:00,00h 00m 05s,5,9e3ce0b0-7f22-493d-be6b-4684fc46330d
379333,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_2', 'actions': [{'actionType': 'customInstantAction', 'actionId': 'e52c1a7b-bb2d-4dc2-b7af-f1abf0580aac', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_2/remove_error'}, {'key': 'data', 'value': {'error_id': '12ca26f0-a2af-472c-a912-effbd13317b4'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 18:41:44 +07:00,00h 00m 00s,0,
379332,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:41:44 +07:00,00h 00m 00s,0,c24781c7-874a-4a97-bbdb-3008ab43b0c9
379331,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_2', 'actions': [{'actionType': 'customInstantAction', 'actionId': '91810970-12df-4a7a-8466-e1b4bebcc8c5', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_2/tms_retry'}, {'key': 'data', 'value': {}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 18:41:39 +07:00,00h 00m 04s,4,
379330,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 18:41:34 +07:00,00h 00m 10s,10,12ca26f0-a2af-472c-a912-effbd13317b4
379329,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH1-1.15,Unable to talk to motor driver,,RESOLVED,,,2026-08-04 18:41:29 +07:00,00h 00m 22s,22,2610fbb3-4201-43fa-8055-8165728d3768
379328,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES-T.0,Topic unavailable : PLC_feedback,,RESOLVED,,,2026-08-04 18:41:13 +07:00,00h 00m 16s,16,68055834-471a-496e-a33d-49fe7fbf5f07
379327,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:39:11 +07:00,00h 00m 00s,0,221e9201-cfc2-4fdc-a089-b945614bd464
379326,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:39:10 +07:00,00h 00m 01s,1,a6e94692-30c1-4bf5-99bf-47be1db6e059
379325,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:37:07 +07:00,00h 00m 04s,4,28bb8389-f9cc-4696-9fd6-d299f44b335a
379324,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:37:06 +07:00,00h 00m 01s,1,94919cd5-1027-4146-939a-0e562552987c
379323,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,ES5-5.1,AMR not on path,,RESOLVED,,,2026-08-04 18:37:00 +07:00,00h 00m 06s,6,5739b24e-2269-42c0-8025-47450d97fbda
379322,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:36:03 +07:00,00h 00m 00s,0,e489f2f8-3706-49e1-8cb7-6093ab00784c
379321,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:35:32 +07:00,00h 00m 01s,1,c0f10d1d-372f-4d2e-9835-9cf1712720be
379320,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.10,Rear bumper is triggered,,RESOLVED,,,2026-08-04 18:35:07 +07:00,00h 06m 06s,366,7174a963-adb5-4f4c-9edf-52c32005ae3a
379319,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:34:35 +07:00,00h 00m 01s,1,0445c937-97df-4aaa-a4ca-2884a5f24f35
379318,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,ESFL1-2.13,Software has crashed : VDA Client,,RESOLVED,,,2026-08-04 18:34:31 +07:00,00h 00m 01s,1,5c04725d-67c5-4131-96d5-962d9f71d560
379317,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:34:24 +07:00,00h 00m 06s,6,7701782f-ca6f-4d2c-9272-6f35e1f79040
379316,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.10,Rear bumper is triggered,,RESOLVED,,,2026-08-04 18:34:13 +07:00,00h 00m 54s,54,762ccc7f-9151-4b03-8120-f803ae0345e2
379314,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:34:12 +07:00,00h 00m 01s,1,3930007d-e3d5-4364-a66d-6a1f1d84b85d
379313,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:34:10 +07:00,00h 00m 02s,2,a35626a1-dfee-46fd-a8ba-fc33fe763a70
379312,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:34:09 +07:00,00h 00m 01s,1,5208a925-6c1f-49e1-bb64-bb542431d517
379311,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:34:07 +07:00,00h 00m 02s,2,9255cb06-a5d8-4b51-8e84-cdf67ab5b972
379310,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.10,Rear bumper is triggered,,RESOLVED,,,2026-08-04 18:34:02 +07:00,00h 00m 05s,5,762ccc7f-9151-4b03-8120-f803ae0345e2
379308,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:34:01 +07:00,00h 00m 01s,1,aa311821-ee8f-4a3e-a0b4-a5b12c97323a
379307,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:33:58 +07:00,00h 00m 03s,3,1970cced-3b50-4e54-861a-093c80c129ab
379306,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.10,Rear bumper is triggered,,RESOLVED,,,2026-08-04 18:33:05 +07:00,00h 00m 53s,53,762ccc7f-9151-4b03-8120-f803ae0345e2
379304,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:33:04 +07:00,00h 00m 01s,1,6bc01861-ef87-419c-8fbf-ffe47b50b8b9
379303,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,ES-T.12,Topic unavailable : robot_pose,,RESOLVED,,,2026-08-04 18:32:59 +07:00,00h 11m 12s,672,0526c45d-3b17-4b0c-85c4-6508c4cbb01d
379302,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:32:46 +07:00,00h 00m 18s,18,e788d0a2-c588-43b5-9da6-132693aed0ca
379301,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.10,Rear bumper is triggered,,RESOLVED,,,2026-08-04 18:32:45 +07:00,00h 00m 01s,1,762ccc7f-9151-4b03-8120-f803ae0345e2
379299,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,ESFL1-2.2,Software has crashed : lidar2,,RESOLVED,,,2026-08-04 18:32:36 +07:00,00h 00m 22s,22,d0e0e72d-0741-4258-8d3d-82d2592683cd
379297,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:32:12 +07:00,00h 00m 33s,33,104ffb57-7697-4257-9059-6315384895c1
379296,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:32:09 +07:00,00h 00m 03s,3,b7dc4e40-df3b-4abe-a677-2a7c34765423
379295,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.10,Rear bumper is triggered,,RESOLVED,,,2026-08-04 18:31:44 +07:00,00h 00m 25s,25,762ccc7f-9151-4b03-8120-f803ae0345e2
379293,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:31:43 +07:00,00h 00m 01s,1,bb3b2261-c784-4050-8069-b1908d3f964b
379292,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EHFL4-1.23,Drive Motor Fault - Severe KSI Undervoltage,Set: The KSI voltage dropped into the Brownout Voltage regions.Clear: Bring KSI voltage above Brownout Voltage.,RESOLVED,,,2026-08-04 18:30:57 +07:00,00h 00m 05s,5,2eaa3673-a816-4b23-9db1-fece5ae07777
379291,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:30:56 +07:00,00h 00m 01s,1,390021a9-262d-45e2-9c6f-39e9566f84e4
379290,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:30:08 +07:00,00h 01m 35s,95,530edc5a-9d05-492f-8e03-c9d16bfd2043
379289,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.10,Rear bumper is triggered,,RESOLVED,,,2026-08-04 18:29:57 +07:00,00h 00m 11s,11,762ccc7f-9151-4b03-8120-f803ae0345e2
379287,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:29:56 +07:00,00h 00m 01s,1,03622b24-2dd1-4ad3-9e7a-bab1eb8f3667
379286,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:29:54 +07:00,00h 00m 02s,2,17cfe3c6-0b4f-4793-bd13-a209300f153f
379285,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.10,Rear bumper is triggered,,RESOLVED,,,2026-08-04 18:29:53 +07:00,00h 00m 00s,0,762ccc7f-9151-4b03-8120-f803ae0345e2
379283,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:29:52 +07:00,00h 00m 01s,1,649a1477-323e-479f-a47e-8f8713f0a884
379282,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.10,Rear bumper is triggered,,RESOLVED,,,2026-08-04 18:29:50 +07:00,00h 00m 02s,2,762ccc7f-9151-4b03-8120-f803ae0345e2
379280,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:29:49 +07:00,00h 00m 01s,1,1309a6ca-8580-4f73-b989-63052f130d7a
379279,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:29:48 +07:00,00h 00m 01s,1,82384e1a-4f10-4970-b5a4-b756e552b9e3
379278,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:29:47 +07:00,00h 00m 01s,1,bc5f93ac-e3fa-4b42-b64f-51fba496c8a7
379277,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:29:37 +07:00,00h 00m 10s,10,ff0d10e5-2fff-41d9-9aa3-f0c5a7cb48b3
379276,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.10,Rear bumper is triggered,,RESOLVED,,,2026-08-04 18:29:36 +07:00,00h 00m 01s,1,762ccc7f-9151-4b03-8120-f803ae0345e2
379274,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:29:35 +07:00,00h 00m 01s,1,4d19b140-5a03-4e44-b23f-7859f09d68fb
379273,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:29:34 +07:00,00h 00m 01s,1,30b4be21-5ef4-4e1b-a20f-a3fb70adaf6c
379272,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.10,Rear bumper is triggered,,RESOLVED,,,2026-08-04 18:29:29 +07:00,00h 00m 05s,5,762ccc7f-9151-4b03-8120-f803ae0345e2
379270,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:29:17 +07:00,00h 00m 59s,59,36f9e52c-c006-46ed-ae7f-2867b086b255
379269,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:29:16 +07:00,00h 00m 01s,1,ed6d164f-f1ac-4e7e-a8da-0c03591717e5
379268,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:29:09 +07:00,00h 00m 01s,1,63516202-54cc-4d99-b555-957270879b19
379267,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:29:08 +07:00,00h 00m 21s,21,1c5daaf4-ec78-4c40-b2fe-0117b6d45e96
379266,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:29:02 +07:00,00h 00m 02s,2,617f8911-c3c4-410e-bae5-1989ae5c322d
379265,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:29:00 +07:00,00h 00m 01s,1,07a7403a-feb9-43e8-99d1-f84221f01d02
379264,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.10,Rear bumper is triggered,,RESOLVED,,,2026-08-04 18:29:00 +07:00,00h 00m 08s,8,762ccc7f-9151-4b03-8120-f803ae0345e2
379263,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:28:55 +07:00,00h 00m 02s,2,47fd88a4-49b3-4f39-9f12-ed7f37df8e11
379262,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 18:28:53 +07:00,00h 00m 02s,2,ad43d905-06f5-47cd-ba51-63272f35d933
379261,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:28:49 +07:00,00h 00m 04s,4,f470b9b1-3438-4b7a-a9c2-ed3ee01c5df4
379260,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:28:48 +07:00,00h 00m 01s,1,72187012-1405-42e6-80e7-2ebeddd238cd
379259,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:28:45 +07:00,00h 00m 00s,0,f3a8382d-9f2f-4430-b36f-f95c510b98a6
379258,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:28:42 +07:00,00h 00m 01s,1,6e231dbb-7c0b-4d3d-8b90-92274ae3fae2
379257,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:28:38 +07:00,00h 00m 01s,1,ede82e09-c99b-4600-ac00-85fc4b50aa7e
379256,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.10,Rear bumper is triggered,,RESOLVED,,,2026-08-04 18:28:38 +07:00,00h 00m 21s,21,80400e41-56d1-477c-b5a2-6904d8095703
379254,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:28:37 +07:00,00h 00m 01s,1,10c11fa1-5d00-4e17-ba12-cfcf9cbfc2e6
379253,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:28:34 +07:00,00h 00m 01s,1,7d7400d7-b1e9-4614-9868-ae22dd4397c9
379252,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:28:31 +07:00,00h 00m 00s,0,b3161ba5-af9b-4ac0-94ee-6be7999a31ea
379251,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:28:28 +07:00,00h 00m 01s,1,b93f916c-b74e-44bc-a2aa-2ea03d45fddd
379250,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:28:23 +07:00,00h 00m 01s,1,3f51b1b0-8b4b-48e1-936e-eaef0da7385c
379249,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:28:21 +07:00,00h 00m 01s,1,17adb768-99d0-4c0f-91e5-bbe177dd5c52
379248,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:28:18 +07:00,00h 00m 02s,2,01caa985-4e98-405c-b3b5-70d58cd6b724
379247,TCF_EDU_4,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:28:17 +07:00,00h 00m 01s,1,86ca87da-9bc4-4438-9af5-b4db024d8ec3
379246,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 18:28:17 +07:00,00h 00m 21s,21,190d8892-b0b6-4ce2-adf7-accd531b87ad
379245,TCF_EDU_4,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:28:15 +07:00,00h 00m 00s,0,956f6b3d-51b4-4612-8cea-8f1dfeecce6a
379244,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:28:14 +07:00,00h 00m 01s,1,1145ba83-057f-43c5-b692-c044cc221780
379243,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,ES6-6.27,Start Pose Sanity Check Failure,,RESOLVED,,,2026-08-04 18:28:12 +07:00,00h 00m 01s,1,4ccd27e9-87d3-4cb4-b334-33221bc16ce3
379242,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:28:10 +07:00,00h 00m 01s,1,6fbb2ac0-131b-48fc-a80e-e5e245c07cf7
379241,TCF_EDU_4,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 18:27:11 +07:00,00h 00m 57s,57,e125687c-e60f-485d-95b1-443e42e1b38d
379240,TCF_EDU_4,MAG_FORKLIFT,TCF_EDU,EH8-8.2,Fork HW Timeout,,RESOLVED,,,2026-08-04 18:26:44 +07:00,00h 00m 26s,26,49cf9c68-d4af-4b49-9224-105689c525ba
379239,TCF_EDU_4,MAG_FORKLIFT,TCF_EDU,ESFL1-2.12,Software has crashed : obstacle stopper,,RESOLVED,,,2026-08-04 18:26:38 +07:00,00h 00m 05s,5,5a4bb9a3-de19-4a63-b5df-7337f78fdde3
379238,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,ES6-6.24,Incorrect Cloud Processing Params,,RESOLVED,,,2026-08-04 18:26:38 +07:00,00h 01m 32s,92,9d411be0-4b58-412d-8dce-7fec9b2ac493
